0,1,2,3,4,5,6
92435,68,68,-16.0,332,331,12.0
92560,68,68,-93.0,333,332,12.0
92685,68,68,-13.0,334,333,12.0
92873,68,68,-55.0,335,334,12.0
92979,69,68,50.0,335,335,-10.0
93142,69,69,-19.0,336,335,100.0
93376,69,69,-22.0,337,336,56.0
93581,69,69,0.0,338,337,56.0
93790,69,69,-7.0,339,338,12.0
93929,69,69,0.0,340,339,12.0
94051,70,69,100.0,340,340,-10.0
94159,70,70,0.0,341,340,100.0
94371,71,70,25.0,341,341,-82.0
94485,71,71,-52.0,342,341,100.0
94599,72,71,50.0,342,342,-14.0
94711,72,72,-13.0,343,342,100.0
94834,72,72,0.0,344,343,100.0
95070,72,72,0.0,345,344,100.0
95257,72,72,-20.0,346,345,100.0
95370,72,72,-19.0,347,346,100.0
95504,72,72,0.0,348,348,100.0
95708,72,72,0.0,349,348,100.0
95978,72,72,-13.0,350,349,56.0
96259,72,72,0.0,351,350,12.0
96425,73,72,100.0,351,351,-10.0
96516,73,73,0.0,352,351,100.0
96629,73,73,0.0,353,352,100.0
96798,73,73,-34.0,354,353,78.0
96958,73,73,-22.0,355,354,78.0
97092,73,73,-101.0,356,355,78.0
97244,73,73,-1.0,357,356,78.0
97356,74,73,100.0,357,357,-10.0
97619,74,74,0.0,358,357,100.0
97762,74,74,-20.0,359,359,100.0
97882,75,74,100.0,359,359,-10.0
97998,75,75,-1.0,360,359,100.0
98291,75,75,0.0,361,360,100.0
98441,75,75,-13.0,362,361,100.0
98558,75,75,0.0,363,362,100.0
98711,75,75,-13.0,364,363,100.0
98815,75,75,-10.0,365,364,100.0
98981,76,75,75.0,365,365,-10.0
99085,76,76,-4.0,366,365,100.0
99207,77,76,100.0,366,366,-10.0
99445,77,77,0.0,367,366,34.0
99657,78,77,50.0,367,367,-46.0
99763,78,78,-20.0,368,367,100.0
100075,78,78,-26.0,369,368,78.0
100251,78,78,-17.0,370,369,78.0
100420,78,78,0.0,371,370,78.0
100625,78,78,-16.0,372,371,34.0
100699,79,78,100.0,372,372,-4.0
100873,79,79,-33.0,373,372,78.0
101025,79,79,-7.0,374,373,56.0
101166,80,79,75.0,374,374,-10.0
101375,80,80,0.0,375,374,100.0
101542,80,80,-31.0,376,375,100.0
101688,80,80,0.0,377,376,30.0
101896,80,80,-22.0,378,377,30.0
102152,80,80,0.0,379,378,30.0
102357,81,80,75.0,379,379,-33.0
102500,81,81,0.0,380,380,100.0
102763,81,81,-16.0,381,380,56.0
102913,81,81,0.0,382,381,56.0
103039,81,81,0.0,383,382,56.0
103174,81,81,0.0,384,383,56.0
103381,81,81,-16.0,385,384,56.0
103498,81,81,-22.0,386,385,56.0
103686,81,81,-22.0,387,386,56.0
104120,81,81,-19.0,388,387,56.0
104234,81,81,-19.0,389,388,56.0
104463,81,81,0.0,390,389,56.0
104669,81,81,-16.0,391,390,56.0
104893,81,81,-31.0,392,391,34.0
105010,81,81,0.0,393,392,34.0
105107,81,81,0.0,394,393,34.0
105230,82,81,75.0,394,394,-10.0
105452,82,82,0.0,395,394,36.0
105686,83,82,25.0,395,395,-60.0
105826,83,83,0.0,396,395,100.0
106073,83,83,0.0,397,396,100.0
106195,83,83,-4.0,398,397,100.0
106341,83,83,-35.0,399,398,100.0
106458,83,83,0.0,400,400,100.0
106732,83,83,-81.0,401,400,34.0
106909,83,83,-23.0,402,401,34.0
106997,83,83,0.0,403,402,34.0
107218,83,83,0.0,404,403,34.0
107344,83,83,0.0,405,404,34.0
107482,83,83,0.0,406,405,34.0
107836,83,83,0.0,407,406,34.0
107921,84,83,100.0,407,407,-10.0
108066,84,84,-3.0,408,407,100.0
108243,84,84,0.0,409,408,12.0
108252,85,84,0.0,409,408,-10.0
108525,85,85,-13.0,410,409,100.0
108802,85,85,-22.0,411,410,78.0
108928,85,85,0.0,412,411,78.0
109180,86,85,50.0,412,412,-2.0
109307,86,86,0.0,413,412,100.0
